idf,word
11.3731635226,黑蒜
11.2428983278,雪菜
11.0061078626,鸡块
10.9941316716,扣肉
10.8450960924,奥尔良
10.7662375175,燕麦片
10.7521196359,瓜子仁
10.7290239211,黑糖
10.7244681046,桂圆肉
10.6332987175,小丸子
10.6291579248,脱壳
10.4833060478,鸡汁
10.4076686336,葛根粉
10.4043628454,玉米面
10.3977838744,食用菌类
10.3687026651,鸡排
10.2745512339,玉米粉
10.2716568759,奶酒
10.2181982974,草菇
10.1992017967,多汁
10.1700606618,大桶
10.1316436457,糯玉米
10.1216435623,鱿鱼丝
10.0754628173,骏枣
10.031320924,多味
10.0155370563,黑米
9.94222838085,鸡粉
9.93807899731,鸡腿
9.83957422679,扇贝
9.83396148989,板鸭
9.67874527986,制作方法
9.65195092672,色拉油
9.62585581594,鸡鸭
9.58430681302,炸鸡
9.52916917342,汤锅
9.49270328295,鸡爪
9.48477721768,特色小吃
9.46394313078,雪糕
9.41490753772,鸡翅
9.3918622486,汤料
9.28722141631,玉米油
9.09433669622,汤圆
8.96348029404,奶酪
8.87315410462,黄油
8.8210046458,鸡精
8.74283987295,非处方药
8.69393036992,五谷
8.69273776393,鸡肉
8.68088928409,鱿鱼
8.52170334689,大枣
8.22713893482,板栗
8.07122614,大蒜
7.93413993365,奶茶
7.54717213712,火锅
7.51106175554,鸡蛋
6.78182772238,大米
