idf,word
12.7858911408,赞邦
12.6523597482,奥达通
12.5627475895,雪达
12.3804260327,玛祖铭立
12.2679480492,骏合
12.1862700182,大晋
12.1478037374,崇达
12.1478037374,群立
12.0927439602,九好
12.0750443831,酷赛
12.0750443831,友坚
12.0576526404,酷人
11.8985879458,大微
11.8839891464,劲能
11.8696004089,赛华
11.8414295319,维业
11.8414295319,嘉化
11.7360690163,世宇
11.7236464963,弘元
11.7236464963,赛腾
11.6992550432,迪蒙
11.6754443945,永奥
11.5537474595,卓翼智造
11.5433846725,鼎虎
11.5229758008,信立泰
11.512925465,弘润
11.4931228377,大杨
11.4833666627,赛为
11.4737047518,华剑
11.4641353008,巨科
11.4641353008,蓝普
11.4641353008,为视
11.4641353008,维思
11.4359644238,夸克
11.4085654496,平治
11.3907078322,嘉诺
11.3907078322,迅博
11.3818972026,耐普
11.3731635226,方直
11.3731635226,弘瑞
11.3645054599,嘉航
11.3474110265,柯力
11.3474110265,弘阳
11.3306039082,嘉威
11.3059112956,弘鑫
11.2978140854,趣游
11.2978140854,大达
11.2897819137,上菱
11.281813744,天方药业
11.2582832466,九歌
11.2505612005,大勤
11.2505612005,嘉阳
11.2505612005,协合
11.2352937284,协众
11.2277465227,赛通
11.2277465227,嘉林
11.220255851,弘博
11.2054407652,益众
11.1981147251,嘉欣
11.1764532283,益群
11.1764532283,大豪
11.1764532283,意华
11.1693357606,赛思
11.1693357606,嘉杰
11.1344890292,大正
11.114149345,赛能
11.114149345,嘉寓
11.1008158141,华陆
11.1008158141,科邦
11.0876577296,维力
11.0811430485,互易
11.0811430485,达鑫
11.0491914487,华鹰
11.0429218357,宋都
11.036691286,嘉能
11.036691286,嘉晟
11.036691286,嘉顺
11.036691286,弘信
11.0182292231,创盈
11.0182292231,仁恒置
11.0182292231,达康
10.988196936,弘大
10.9590403517,科腾
10.9590403517,维美
10.9590403517,嘉汇
10.9590403517,嘉明
10.9363121007,嘉合
10.9307098451,迅通
10.9307098451,益泰
10.9195986197,弘道
10.9195986197,大友
10.9086094981,新时空
10.9086094981,科远
10.9031598933,赛瑞
10.9031598933,伦斯
10.8710715788,群升
10.8606002789,益佳
10.8606002789,世德
10.8502374919,嘉达
10.8502374919,奉天
10.8450960924,大智
10.8348919222,互生
10.8298286203,维尚
10.8048896719,华锋
10.8048896719,骏腾
10.7999756571,益佰
10.7902194822,华韵
10.775761399,达华
10.7709881202,维纳
10.7615093763,平高
10.7521196359,嘉宏
10.7336005882,益盛
10.7336005882,泽润
10.7290239211,林达
10.7199329494,开天
10.7064495991,嘉润
10.7064495991,澳美
10.6975606517,博森
10.688750022,新大新
10.6843736474,世佳
10.680016342,华驰
10.6627745356,嘉鸿
10.6585101368,创宇
10.6542638459,益田
10.6374567276,澳星
10.6374567276,迈德
10.6374567276,世源
10.6291579248,大显
10.6250342076,华耀
10.6250342076,骏驰
10.6006427545,伦特
10.6006427545,弘盛
10.5886665634,华伦
10.5847061622,弘泰
10.5574140199,林洋
10.5421465478,大盛
10.5271086704,黑猫
10.5271086704,路达
10.5086238558,大森
10.5086238558,雪人
10.5013245533,益丰
10.4833060478,嘉丰
10.4691214128,开普
10.4656064707,赛欧
10.4551351708,博深
10.4379230419,迈拓
10.4277361966,兴企为
10.4176520776,泰鑫
10.4176520776,嘉联
10.387995868,迈科
10.3847543741,林氏
10.3847543741,澳华
10.3815233535,嘉瑞
10.3750924631,益源
10.3591938771,嘉荣
