idf,word
11.4359644238,维拓
11.3731635226,中铭智
10.988196936,开疆
10.4904745373,发奋图强
10.4243635122,沉浮
10.4143131763,赛跑
10.3783027388,应变力
10.3560442682,变幻莫测
10.2487987378,蓬勃生机
10.1832014553,更远
9.99999845292,终成
9.97176639329,更稳
9.89949553127,抓紧
9.85089510242,跳出
9.82467637211,创见
9.72617853757,反思
9.45496295497,迈着
9.4397535363,大举
9.4397535363,群雄
9.36000114653,巨大成功
9.35768095987,愈加
9.35536614403,矗立
9.32015523798,终将
9.31792558266,加倍努力
9.28722141631,开端
9.2511623665,辛勤努力
9.24183103907,大势
9.23156400843,为融
9.22342561152,沉稳
9.16250304256,话语权
9.05162868082,起跑线
8.98799714083,探寻
8.96582679493,灿烂辉煌
8.73783986253,迈步
8.72976779138,大展
8.60493210572,跨世纪
8.59786109448,大好
8.54971638312,顽强
8.50526462055,大旗
8.50181208938,大步
8.48182604758,硕果累累
8.20713826811,黑马
8.18824922122,大国
8.08476163508,版图
8.08443722307,敢为人先
7.99542762761,再度
7.97923890026,宽阔
7.92829603223,杰出代表
7.90797124579,神话
7.83839851708,世人
7.80768065677,迅猛
7.54206767382,问世
7.54187911909,书写
7.46969877393,终于
7.22055005225,大潮
7.04644279876,留下
7.00250561553,抓住
6.78988335839,大胆
6.74215609833,努力奋斗
6.62498525089,沉淀
6.59660085035,迅勐
5.67115072884,开拓进取
5.09922063639,发展壮大
4.83514954831,世纪
