idf,word
12.7168982693,多客
12.5627475895,骏梦
12.3804260327,酷米
12.333906017,离厂
12.3114331612,反感
12.2060726455,瑞凌人
12.2060726455,纵然
12.1478037374,缺一
12.1107624657,再见
12.0927439602,沉下
12.0750443831,困难重重
12.0576526404,说到底
12.0072217868,缅怀
12.0072217868,给钱
11.9749609246,午时
11.9592125676,无从下手
11.8985879458,动辄
11.8839891464,俗语
11.8554157739,一盏灯
11.8554157739,意想
11.8414295319,多站
11.8276362098,跳脱
11.8276362098,多些
11.8276362098,沉醉
11.8140305578,开新
11.8006075374,多购
11.7873623107,童话故事
11.7613868243,别处
11.7360690163,大钱
11.7360690163,偶遇
11.7236464963,虚夸
11.7236464963,意寓
11.7113764037,高士达
11.7113764037,其本质
11.6992550432,迈乐
11.6992550432,歌坛
11.6872788521,开怀
11.6872788521,日日夜夜
11.6754443945,开着
11.6637483547,召之即来
11.6407588365,跳过
11.6072361444,多岁
11.6072361444,产生共鸣
11.5963070739,框框
11.5963070739,遗漏
11.5963070739,人人皆知
11.5854961578,多干
11.5642187594,耕耘者
11.5642187594,大火
11.5537474595,自称
11.5433846725,缺钱
11.5229758008,为耻
11.5229758008,开个
11.5229758008,不要紧
11.5229758008,铺天盖地
11.5029751341,终究
11.5029751341,不堵车
11.5029751341,官僚作风
11.4931228377,大礼
11.4833666627,开场
11.4737047518,不尽相同
11.4737047518,用易方
11.4737047518,更难
11.4641353008,育乐
11.4546565568,仆人
11.4546565568,来袭
11.4546565568,问问
11.4085654496,欧洲人
11.3995967797,更迭
11.3995967797,事务性
11.3818972026,沉静
11.3818972026,拒签
11.3818972026,二十五家
11.3645054599,大声
11.3645054599,开到
11.3645054599,喻意
11.3559217162,传诵
11.3559217162,乱世
11.3559217162,美好心愿
11.3306039082,手头
11.3306039082,世俗
11.3223051054,裙带关系
11.3059112956,非常容易
11.281813744,单调乏味
11.266065387,妨碍
11.2582832466,欢声笑语
11.2428983278,意识形态
11.2352937284,茫然
11.220255851,登台
11.220255851,黑客
11.2128208725,大者
11.2054407652,多远
11.1981147251,潜规则
11.1908419658,一呼百应
11.1836217178,火红
11.1764532283,遗忘
11.1764532283,手势
11.1693357606,一鸣惊人
11.1622685934,窗外
11.1552510207,为师
11.1552510207,多则
11.1482823514,开服
11.1413619085,反抗
11.1413619085,日复一日
11.1344890292,弯路
11.1276630642,英文单词
11.1208833772,略有
11.1208833772,多花
11.1074603569,其乐融融
11.1074603569,登顶
11.1008158141,手笔
11.0942151301,水滴石穿
11.0942151301,沉寂
11.0876577296,称羡
11.0811430485,堆砌
11.074670534,后来者
11.0682396437,确有
11.0682396437,性取向
11.0555006179,地地道道
11.0429218357,体悟
11.036691286,黑夜
11.0182292231,反正
11.0182292231,胸怀大志
11.0001018385,实际困难
10.9941316716,多想
10.9941316716,离婚
10.9822972139,反之
10.9822972139,适合者
10.9764320945,来者
10.9476116559,草创
10.9419459184,憧憬未来
10.9419459184,世事
10.9251388001,落地生根
10.8977398259,世强
10.8869870341,开外
10.8869870341,跳槽
10.8606002789,逗号
10.8606002789,几十元
10.8606002789,珠联璧合
10.8554054621,沉闷
10.8502374919,译音
10.8502374919,多万千瓦
10.8502374919,推销员
10.8502374919,乘以
10.8450960924,平添
10.8197782844,称作
10.7999756571,达到目标
10.7950856718,开销
10.7950856718,开垦
10.7902194822,趣点
10.7902194822,舍我其谁
10.7902194822,言必信
10.7853768577,务工
10.7805575713,深刻影响
10.775761399,首字母
10.7709881202,扣扣
10.7709881202,大至
10.7709881202,大神
10.7662375175,查证
10.7662375175,名言
10.7615093763,介绍费
10.7474576228,叱咤风云
10.7474576228,固然
10.7336005882,知识点
10.7336005882,情义
10.7199329494,光彩夺目
10.7019952488,用意
10.7019952488,更细
10.6975606517,更重
10.6975606517,乐此不疲
10.6931456335,自然规律
10.688750022,谦让
10.680016342,陶冶情操
10.6713582793,称谓
10.6209274257,环境中工作
10.6006427545,平分
10.5926427118,因人而异
10.5847061622,草案
10.5847061622,奉还
10.5612675893,预估
10.5421465478,情意
10.5308469926,情节
10.5271086704,为傲
10.519673692,黑暗
10.519673692,情境
10.5122935847,务农
10.5086238558,登峰造极
10.4940781448,自勉
10.4833060478,问好
10.4516689628,离您
10.4516689628,称职
10.4413418487,美涂士
10.4311202946,闯劲
10.4210021645,大笔
10.4210021645,大开
10.3977838744,渔民
10.394510549,酷暑
10.3847543741,创办者
10.3815233535,益处
10.3783027388,固步自封
10.3750924631,愈发
10.3687026651,反省
10.3560442682,给付
10.3466545278,平日
10.3466545278,多久
10.3311982696,冗长
10.306954658,为佳
10.2980127206,大增
10.2774539936,多于
10.2745512339,开会
10.2658931712,地球村
10.2658931712,上万元
10.2658931712,情形
10.2573094275,经营管理者
10.2573094275,永存
10.2487987378,行为习惯
10.2403598692,手脚
10.2375626646,为何
10.2375626646,夸大
10.2319916195,更近
10.2100127128,登门
10.2100127128,遗留
10.2045926453,称呼
10.1858504635,开头
10.1858504635,用之不竭
10.1674530984,不食价
10.1674530984,导购员
10.1674530984,锻炼身体
10.1648523167,落脚点
10.1596709579,精打细算
10.1570903113,诚诚恳恳
10.1570903113,谦恭
10.1366814397,数以
10.1316436457,终结
10.1291342341,多分钟
10.1216435623,宠儿
10.116680773,为己
10.1142085839,股民
10.1092824655,为伴
10.1043804949,沉浸
10.0683621957,大牛
10.0450511169,登入
10.0358767406,少不了
10.0133024185,十分满意
9.99122646684,销售者
9.96749288251,大度
9.89750548086,平常
9.88564763441,多以
9.87005277645,奉守
9.87005277645,夸张
9.86426683938,输送到
9.85469738837,多有
9.84899936725,茫茫
9.79732735671,多大
9.77421521683,大军
9.76720993424,跳跃
9.76372561016,为伍
9.73797311406,反而
9.7312163316,标新立异
9.72116599574,喻为
9.70792076899,名气
9.69973071502,平实
9.69973071502,许许多多
9.63346041532,缺失
9.57850969534,缺口
9.55001773955,多么
9.53607051207,奉上
9.52094994907,开厂
9.49802244443,遗憾
9.46911110093,大致
9.45113885853,刘积仁
9.44101218971,奉承
9.36816445717,家电业
9.36582527482,开来
9.3519039363,为数
9.35075252569,抓起
9.31792558266,劳动密集型
9.1380197104,概括
9.10868671825,动机
9.07493573497,大到
9.02386080503,确信
9.01641967934,问候
8.87816305964,为名
8.76693742453,小规模
8.55853615495,大都
8.20603876278,缺乏
7.87481312791,缺少
7.54887943147,与其
7.53399175426,自已
7.30987598584,原始
