idf,word
11.8554157739,大鲵
11.4085654496,黑豚
11.3818972026,蚂蚱
11.1764532283,黄梨
11.1622685934,油橄榄
11.1344890292,用材林
11.1208833772,草粉
11.0942151301,琯溪
11.036691286,黑鱼
10.9941316716,名犬
10.9363121007,大苗
10.8869870341,黑麦草
10.8554054621,育秧
10.8298286203,黑猪
10.7336005882,实生苗
10.6627745356,草帘
10.6585101368,草鸡
10.6585101368,草籽
10.6585101368,黄檀
10.5886665634,大果
10.565136066,鸡冠
10.5049675446,多肉
10.4726487533,大姜
10.3404433277,土壤改良
10.3250820426,鸡心
10.3159772756,杏树
10.2862131737,大叶黄杨
10.2803652038,草炭
10.2630237288,育雏
10.2292176926,饲喂
10.2292176926,黑皮
10.2072990069,草绳
10.1674530984,跳马
10.1291342341,鹌鹑
10.1043804949,鸡舍
10.0995024365,酸枝木
10.0850094292,渔场
10.0707234719,草花
10.0290507755,驯养
10.0155370563,鸡笼
10.0088480682,火鸡
9.97605824537,草鱼
9.97391001683,大花
9.94848491847,饲草
9.93807899731,黑松
9.90950562486,大雁
9.88958464737,草业
9.87781980579,书屋
9.87198888548,鸽子
9.86619176779,草场
9.86042806308,林下
9.77773634723,水蜜桃
9.7095668599,黑檀
9.66604669652,大葱
9.60486554005,火控
9.60190257492,观赏鱼
9.58430681302,鸡粪
9.57562369045,鸡场
9.56273875915,林果
9.49137790171,草皮
9.46781660237,林产品
9.44986740254,林地
9.41736454141,渔船
9.37639495631,大白
9.32238987578,林区
9.26796948481,鸡苗
9.25953061617,鲤鱼
9.10328129968,育肥
9.04907222438,大树
9.01477358843,黄杨
8.91543445444,柚木
8.89188664086,桦木
8.83121923921,林场
8.76053945005,大叶
8.68620373415,大麦
8.58173171255,示范园
8.34323988429,雪松
8.27542417598,旅游观光
8.27307123372,林木
8.22901124392,草莓
8.14012755783,渔业
8.08931448847,育种
7.88379601526,育苗
7.83233023044,草原
7.57076130263,草坪
7.55116036765,饲养
7.4286312386,自产自销
7.1513566722,林业
