idf,word
10.7902194822,南五环
10.7019952488,周浦镇
10.5926427118,奉浦
10.4691214128,大渡口
10.4010679496,开区
10.3750924631,中北路
10.312960682,港闸区
10.2347732625,马驹桥
10.1700606618,嘉松
10.1622582815,黄岛区
10.1468338112,大宁
10.1417447417,镇北
10.0088480682,解放南路
9.97821109873,河东路
9.94015153691,纺织城
9.92369025985,大榭
9.87781980579,镇东
9.73797311406,包河区
9.72617853757,原址
9.67714911033,和平路
9.67555548449,板桥
9.66920625681,大坪
9.65975736761,城店
9.65506619404,东号
9.64420495461,沙坪坝
9.61981350148,长途汽车站
9.60783731044,平房
9.50874640779,东叁
9.49802244443,巷号
9.41613528496,商业城
9.38112869296,大悦
9.36349155147,黄渡
9.34158865859,虹口
9.29807928628,路网
9.24700435635,崇明
9.15490566509,嘉园
9.12049966798,科苑
9.07755926074,自贸区
9.05590401867,九号
9.04144183551,李家
8.97764260786,海河
8.8817563082,大院
8.84015707801,镇西
8.72853169728,大盘
8.72114704834,镇南
8.55023304549,林立
8.5476523989,迁址
8.52623393607,公交车站
8.48327497321,河东区
8.30409997596,大路
8.2126540019,生产区
7.90878723931,奉贤
7.8719240911,柯桥
7.86695351187,大港
7.73466244972,大兴
7.7266924656,城北
7.69521313901,城东
7.68755026627,浦东新区
7.30510341899,嘉定
6.75503419196,大桥
6.74130907135,区内
