idf,word
11.074670534,联轴节
10.7428172433,拨叉
10.5308469926,后桥
10.5049675446,气室
10.4621038401,螺旋桨
10.2375626646,链传动
10.2264514391,输油泵
9.87977102592,刮片
9.85851418689,多缸
9.72450489701,机油泵
9.69484868742,大车
9.69484868742,燃油泵
9.55283068092,离合
9.28614208539,平垫
9.2637411487,绿篱
8.909495313,大梁
8.86888059384,衬套
8.8625043767,电机配件
8.76886482634,输送泵
8.61480602028,维柯
8.60384099814,农用车
8.47605124809,汽车座椅
8.4523422191,传动系统
8.38266229846,保险杠
8.24945875677,车架
7.91233092572,螺杆式
7.83586558766,大修
7.82905855268,联轴器
7.76083649746,减震
7.66939545599,扁钢
7.1296496109,装载机
6.50082457871,发电机
6.22173342336,自行车
5.67437902429,汽车配件
5.58749388847,工程机械
4.40989127282,维修
