idf,word
11.512925465,印花税
10.6006427545,资审字
10.5271086704,减资
10.47618858,遗失
10.3497746552,国际金融组织
10.2658931712,股交
10.2209417833,会计报表
10.1519489118,台港澳侨
9.74307083113,维信
9.50203046583,扣除
9.41001156711,股在
9.2915504274,房贷
9.07493573497,净资产值
9.06537460173,股改
9.0473715437,建议书
8.96036016671,再融资
8.91097679475,壹亿元
8.86179841127,股市
8.81559922723,行政许可
8.80021945233,大额
8.61756616556,股于
8.3735258416,权证
8.20713826811,发行人
8.15324476351,审计报告
8.05629337642,业务收入
7.93135286384,财务咨询
7.82204800819,本外币
7.5787496549,企业资质
7.50105712457,开户
7.22068678569,商标注册
7.13968733633,公司股票
6.67711986191,股本
6.61897381109,手续
6.10378254333,企业法人
5.90027192373,期货
5.63460162084,登记
5.57805772473,股票
5.54539506816,股权
4.69664971212,股东
