idf,word
12.2060726455,柯马
11.5029751341,多明
11.5029751341,国际米兰
11.1836217178,黑啤
11.1276630642,柯尔
11.1276630642,美国通用汽车公司
11.074670534,奥钢联
11.0618498456,贝雷塔
11.0182292231,俄亥俄州
10.9822972139,百诺肯
10.9590403517,多摩
10.9590403517,柯图
10.8923489772,群创
10.8606002789,舒尔
10.8348919222,黑田
10.8298286203,耐驰
10.7662375175,东芝公司
10.6627745356,火灾保险
10.5535752436,开曼
10.5271086704,世林
10.4691214128,贺利氏
10.4516689628,雷克斯
10.448214728,佛吉亚
10.4143131763,敦豪
10.3847543741,窗膜
10.3435441054,法航
10.3435441054,欧文斯
10.3159772756,多玛
10.2803652038,欧文
10.2601624965,长城牌
10.2601624965,群岛
10.2045926453,维亚
10.1992017967,多克
10.1965172313,伊士曼
10.1622582815,迈图
10.116680773,微星
10.0922296771,国际石油
10.0898171307,林内
10.0636563047,世奇
10.0133024185,关西
10.0088480682,嘉吉
9.97176639329,为位
9.95267779673,伦茨
9.92369025985,大林
9.90749557393,澳州
9.86426683938,赛斯
9.8302370908,制钢
9.78481602282,华为技术
9.77597423224,互认
9.76546625464,赛克
9.71783820565,大坂
9.68999037827,加德士
9.65195092672,首倡者
9.63193486201,维达
9.62737211646,大阪
9.59306599311,维克
9.59160079139,巨擘
9.56844490872,大宝
9.56416224693,兰博基尼
9.46911110093,汤浅
9.44732933011,富士施乐
9.41982759684,新泽西
9.4185953108,斯坦福
9.41001156711,瓦克
9.39426321014,维特
9.3918622486,迈克
9.33931075327,英飞凌
9.23463306455,耐力
9.2285043426,钽电容
9.22241295321,维斯
9.18857888019,法拉利
9.18175291512,枫叶
9.16919842865,林德
9.11867318345,奥的斯
9.08900808681,友达
9.04907222438,大金
8.96348029404,耐克
8.86959157859,克虏伯
8.82439793036,电梯公司
8.79823072115,林肯
8.79163003712,华北区
8.74472134105,惠普公司
8.64901176604,柯达
8.64559490622,达尔
8.57853682166,赛尔
8.42142856943,开利
8.22901124392,维尔
7.97051791476,大厂
7.72013654747,全线产品
7.43301795055,大关
7.32296773855,五百强
6.91992907991,施耐德
