idf,word
12.2262753528,多焦
12.1862700182,营养不良
12.1668519324,输送量
12.0927439602,耐打
12.0576526404,贮存期
12.0405582071,掉电
12.0072217868,迁移率
11.9749609246,多卡
11.9592125676,离析
11.9284409089,炸裂
11.8696004089,黑化
11.8414295319,情況
11.8276362098,剪切力
11.7873623107,损耗率
11.7742902291,耐湿
11.7486477985,耐急
11.7236464963,视网膜
11.7113764037,沒有
11.6521875323,太阳辐射
11.6521875323,大气压
11.6407588365,平以
11.6294592812,多度
11.6182859806,打印质量
11.5963070739,计算机断层扫描
11.5963070739,並可
11.5963070739,跳闸
11.5963070739,为宜
11.5537474595,混入
11.5331281723,大且
11.5229758008,厚金
11.5029751341,损失率
11.4931228377,耐黄
11.4833666627,弹性模量
11.4737047518,额定电流
11.4737047518,平仓
11.4641353008,迁移性
11.4641353008,色散
11.4546565568,沉锡
11.4359644238,多樣
11.4267477687,缺相
11.4176152852,顽症
11.4176152852,缺气
11.4176152852,耐受
11.4085654496,缺损
11.3995967797,指标体系
11.3995967797,治愈率
11.3818972026,乾燥
11.3818972026,功能障碍
11.3731635226,连接处
11.3474110265,耐碱性
11.3223051054,耐潮
11.3140746062,反差
11.3059112956,耐污
11.2739085645,焊道
11.2582832466,每班
11.2582832466,林雄
11.2352937284,滞留
11.2054407652,抗磨性
11.1908419658,絕緣
11.1622685934,静电保护
11.1552510207,黄曲霉素
11.114149345,黑桶
11.114149345,脏腑
11.1008158141,脱漆
11.0811430485,多項
11.0811430485,问财
11.074670534,世紀
11.0429218357,如丝
11.0429218357,连接点
11.0304993157,特點
11.0243454502,为度
11.0121501771,奉命
11.0121501771,需个
11.0121501771,耐药
11.0001018385,防雷击
10.9706011741,气流磨
10.9419459184,多相
10.9251388001,色光
10.9140889639,顽疾
10.8977398259,打字速度
10.8923489772,人机工程
10.8869870341,鲜明特点
10.8869870341,色斑
10.8710715788,耐强
10.8710715788,多发
10.8710715788,模拟式
10.8658222229,均化
10.8606002789,反冲
10.8554054621,耐用度
10.8399809917,火运
10.8247908262,砌体
10.8247908262,耐侯
10.8197782844,增湿
10.8197782844,国土面积
10.7902194822,臭气
10.7902194822,多空
10.7805575713,含氧量
10.7709881202,显著效果
10.7662375175,工作电压
10.7615093763,终检
10.7615093763,几十倍
10.7474576228,綜合
10.7381982974,脑血管
10.7381982974,平顺
10.7336005882,刺穿
10.7199329494,拥堵
10.7199329494,顽固
10.7064495991,群控
10.7019952488,維修
10.7019952488,译文
10.7019952488,耐折
10.6975606517,期为
10.6756779404,概率
10.6713582793,堆肥
10.6627745356,色相
10.6458249773,字表
10.641632099,大而
10.6046669048,缺水
10.5966347331,期长
10.5886665634,耐燃
10.5574140199,混配
10.5497511472,多极
10.5459416188,成本费用
10.538365825,件物品
10.5345993422,抗磨损
10.5233842714,集于一身
10.5122935847,京中证
10.5122935847,查处
10.5122935847,函数
10.4940781448,耐盐
10.4904745373,多種
10.4833060478,互不
10.47618858,黑烟
10.4516689628,缺氧
10.4447723838,损失险
10.4311202946,闭环控制
10.4311202946,色样
10.4277361966,增益
10.4243635122,水陆联运
10.4210021645,疑难案件
10.3912479034,缺憾
10.3912479034,耐光
10.3847543741,废旧电池
10.3847543741,劳动效率
10.3623534374,耐洗
10.3281354801,外形尺寸
10.3039651191,审贷
10.268770871,多個
10.268770871,高集成度
10.2658931712,广泛性
10.2544644754,耐高
10.2319916195,抗撕裂
10.2018935884,无铅化
10.1858504635,焊点
10.1805594459,自流
10.1805594459,互检
10.1648523167,不足之处
10.149388091,实测值
10.1468338112,发电量
10.1417447417,维沃
10.1266311039,多倍
10.1216435623,反弹
10.094648058,自放电
10.080224731,迭代
10.0613116377,多效
10.0177766989,往返运输
9.99999845292,色度
9.97821109873,色标
9.94015153691,用戶
9.91353788839,色温
9.89750548086,反向
9.89155898167,对系统
9.88958464737,更省
9.87198888548,多道
9.85469738837,堆存
9.82838008005,加速度
9.80273764944,大体
9.79553041103,运输工具
9.78837474544,草房
9.76895665958,堆放
9.74648380373,特高
9.71617845423,有所提高
9.55989784815,多面
9.50874640779,称奇
9.49935666744,跳动
9.48873239752,更精
9.38707755048,开箱
9.2584807473,大卡
9.22039070783,含金量
9.12783915046,关键环节
9.07144837311,与非
8.82371835167,矛盾
8.48230878956,覆盖面广
8.44069522044,青岛港
7.83107062579,多式
7.75966375193,多重
7.02879360736,大幅
6.93945236573,大大
