idf,word
13.7202003782,乐活源
13.7202003782,大蠊
13.6331890012,天喜牌
13.5531462935,澳健
13.4790383213,寿比山
13.4790383213,友搏
13.3455069287,汉草
13.2848823069,朱蕉
13.2848823069,日升月恒
13.2848823069,叶凌春
13.1736566718,雪榕
13.1223633774,牌鸡粉
13.1223633774,赛升
13.0735732132,黄缘
13.0735732132,世农
12.982601435,瑞和祥
12.982601435,九粮
12.9400418206,杨树花
12.9400418206,蟾衣
12.9400418206,林之神
12.8992198261,秋林格
12.8992198261,黑多
12.8599991129,大胸
12.822258785,苗后
12.822258785,朱鹮
12.822258785,猫爪草
12.7858911408,澳琳
12.7858911408,嘉有
12.7858911408,冠农
12.750799821,炸酱
12.750799821,香剂
12.750799821,伊帕尔汗
12.750799821,草龟
12.750799821,奶贝
12.7168982693,渔肥
12.7168982693,廖记
12.7168982693,彩砂厂
12.6841084465,维亿
12.6841084465,大境
12.6841084465,黑兔
12.6841084465,鸡鸡
12.6523597482,樟油
12.6523597482,鸡膏
12.6523597482,芋艿
12.6215880895,绿雪芽
12.6215880895,牡荆
12.5917351263,色价
12.5917351263,火炕
12.5917351263,扣蟹
12.5917351263,草食
12.5917351263,草素
12.5917351263,恰玛古
12.5627475895,大午
12.5627475895,草决明
12.5345767125,帕珠
12.5345767125,枣香
12.5345767125,大鹅
12.5345767125,臀肉
12.5345767125,草为
12.5345767125,扬子鳄
12.5071777383,草酮
12.5071777383,疱疹
12.4805094912,玉米秆
12.4805094912,益健
12.4805094912,色如
12.4805094912,汤清
12.4805094912,宁红
12.4545340048,黑鸭
12.4545340048,色红
12.4545340048,黑黑
12.4545340048,林亩
12.4545340048,促长剂
12.4292161968,沉木
12.4292161968,炸粉
12.4045235843,种鼠
12.4045235843,维药
12.4045235843,板冰机
12.4045235843,期达
12.4045235843,园子
12.4045235843,多季
12.3804260327,桔水
12.3804260327,鸡味
12.3568955353,大猪
12.3568955353,平枝
12.3568955353,栽培品种
12.3568955353,鸡群
12.3568955353,汤头
12.3568955353,九味
12.333906017,伽师
12.333906017,大姚
12.3114331612,邓村
12.3114331612,鸡胸
12.3114331612,益胃
12.3114331612,木通
12.3114331612,草草
12.3114331612,益绿素
12.3114331612,大坛
12.2894542545,雪泡
12.2894542545,开味
12.2894542545,弘茂
12.2894542545,草兔
12.2894542545,色绿
12.2894542545,黑果
12.2894542545,绿萝花
12.2894542545,育果
12.2894542545,汤类
12.2894542545,开窍
12.2894542545,色正
12.2894542545,益尔
12.2894542545,乳酸杆菌
12.2679480492,林记
12.2679480492,抓饼
12.2679480492,大鼠
12.2679480492,大料
12.2468946401,草烟
12.2262753528,股颖
12.2262753528,鱼面
12.2262753528,鸡架
12.2262753528,鸡枞
12.2262753528,大藏
12.2060726455,大菱鲆
12.2060726455,草醚
12.2060726455,色美
12.2060726455,缠丝
12.2060726455,金针菜
12.2060726455,黑提
12.1862700182,手有余香
12.1862700182,多食
12.1862700182,木酚
12.1862700182,益身
12.1862700182,大球
12.1668519324,鬼谷子
12.1668519324,雪源
12.1668519324,母兔
12.1668519324,草甸
12.1668519324,大用
12.1478037374,诗中
12.1478037374,纯鸡粉
12.1478037374,贵妇
12.1478037374,溶剂萃取
12.1478037374,草块
12.1291116044,醉金香
12.1291116044,脲类
12.1291116044,二郎山
12.1291116044,草捆
12.1291116044,改良品种
12.1107624657,桔片
12.1107624657,鸡肝
12.1107624657,汤剂
