idf,word
11.1008158141,刀轮
10.7428172433,焊带
10.680016342,减薄
10.5345993422,歌尔
9.92369025985,可见光
9.90348755254,磁体
9.88172606075,腔体
9.87005277645,衬底
9.8191464041,磁化
9.73290125196,谐振器
9.59160079139,磁控溅射
9.49137790171,磁材
9.42725337354,集热器
9.37639495631,加热管
9.24389715551,电磁感应
9.24079957946,焊料
9.19446702282,沉积
8.97843531499,聚酰亚胺
8.94031323476,大族
8.91543445444,远红外线
8.87888067718,火花
8.87888067718,多晶
8.80821416513,氧化锆
8.79624593717,平板显示器
8.64275641439,光固化
8.56743440785,多孔
8.508729113,焊锡
8.47701140178,原子
8.20457463367,科技领域
8.10707227177,反射
7.96791638128,光机电
7.69719311986,火焰
7.35092225427,离子
7.10364851581,当今世界
7.05393778916,硅橡胶
6.46460910391,薄膜
5.33907686302,焊接
