idf,word
11.3306039082,电源屏
11.1413619085,开断
10.953309677,火枪
10.8816536881,转接器
10.8606002789,铂电阻
10.7474576228,中性点
10.7244681046,加热棒
10.6585101368,火警
10.6458249773,保险管
10.6168374404,张力计
10.565136066,电磁脉冲
10.5574140199,手控
10.4833060478,墙式
10.3912479034,反转
10.3404433277,耐震
10.3373521352,多核
10.268770871,多机
10.2544644754,交流电源
10.2292176926,互锁
10.0898171307,焊钳
10.0613116377,风速仪
9.91556013377,多芯
9.86426683938,变换器
9.85089510242,冗余
9.84145216162,多模
9.82467637211,磁浮
9.78659380106,光无源
9.70792076899,控制面板
9.67874527986,焊台
9.58285437994,平层
9.57995582719,火线
9.57850969534,可充电
9.52642191895,焊枪
9.48873239752,模拟器
9.41123331436,开闭
9.24908120029,扣式
9.23258598092,离网
9.15869713882,信号电缆
9.14642704623,防雷器
9.02469102509,应急照明
8.99361738846,乘客电梯
8.91097679475,转换开关
8.82575847478,电表箱
8.67501727661,数字式
8.47749182456,互换
8.28172589041,母线
8.25444438551,多路
7.79740407991,低压配电
7.58345554594,产品安全
5.98353606079,产品认证
5.44362063374,开关
